"X_REC_SPEC","PlantMaterialKey","SalesOrganization","DistributionChannel","Material","LanguageCode","LanguageCodeDesc","SkuType","DistributionChainMaterialStatus","ItemCategoryGroup","ValidDays","NewProductFlag","EndUserRequired","ReturnDirectToVendor","ReturnLimitations","ManufacturerPartNumber","MfrMaterialKey","Manufacturer","ManufacturerDesc","MaterialType","Weight","WeightUnit","DealerPrice","RetailPrice","Cat1Desc","SubCategory","Plant","Height","Width","Length","AbcIndicator","NoReturnsFlag","OversizeFlag","MediumDesc","LongDesc1","UpcEan","MasterVendor","MasterVendorName","PromoFlag","PromoExpireDate","PromoFreePartNumber","PromoMinimumQuantity","PromoFreeQuantity","PromoPrice","PromoEffectiveDate","PromoType","EcomFreePartNumber","EcomFreeQuantity","EcomMinimumQuantity","EcomSpecPrice","EcomEffDate","EcomExpireDate","EcomPromoType","WebVisibleFlag","ClassCode","CpuCd","CurrencyCode","HeavyWeightFlag","ShipCartonFlag","PartType","DealerFlag","BackOrderSwitch","NoReturnFlag","IsESDProduct","RefurbishedFlag","PalletQuantity","DirectShipOrderable","VendorInfoRequired","RestrictedFlag","WarrantyProduct","WeightDetails","SubMaterial","SubRule","QuantityBreakFlag","StatusCD","InvisibleFlag","Webswitch","DeleteFlag","RecordDate","UpdatedDate","HasModified","WebVisibleFlagMode","DeleteFlagMode","FiscalClass","EndlessAisleFlag","OriginalMaterial","VEN_END_USER_FLAG","DiscountIndicator","ResellerFlag","VMF_AUTH_REQ"
"US01@@9500@@10@@GE5724","US01@@GE5724","9500","10","GE5724","","","","","","","","N","","","1550-001-110","Q498@@1550-001-110@@","Q498","PELICAN PRODUCTS- CASES","","10.7","EA","133.5","0","99","9960","US01","","","","C","","","1550NF HARD CASE BLK NO FOAM","1550NF HARD CASE BLK NO FOAM CASE ONLY 18.43X14X7.62","19428021580","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","CASE","","US01@@10.7@@EA","","","","","","Y","1","1/10/2018 19:01","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@DQ2488","US01@@DQ2488","9500","10","DQ2488","","","","","","","","N","","","1520-000-110","Q498@@1520-000-110@@","Q498","PELICAN PRODUCTS- CASES","","10.05","EA","139.5","0","99","9930","US01","","","","C","","","1520 HARD CASE BLACK WITH FOAM","1520 HARD CASE BLACK WITH FOAM 18.06X12.89X6.72 PICK N PLUCK FOAM","19428004002","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","CASE","","US01@@10.05@@EA","","","","","","Y","1","9/10/2017 11:22","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@NZ7180","US01@@NZ7180","9500","10","NZ7180","","","","","","","","N","","","1510-008-110","Q498@@1510-008-110@@","Q498","PELICAN PRODUCTS- CASES","","15.34","EA","224.5","0","99","9960","US01","","","","S","","","1510LFC LAPTOP OVERNIGHT CASE","1510LFC LAPTOP OVERNIGHT CASE WITH FOAM BLACK","19428106300","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","CASE","","US01@@15.34@@EA","","","","","","Y","1","1/8/2018 14:44","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@GE6037","US01@@GE6037","9500","10","GE6037","","","","","","","","N","","","1430-005-110","Q498@@1430-005-110@@","Q498","PELICAN PRODUCTS- CASES","","8.9","EA","141.5","0","99","9960","US01","","","","C","","","1437 TOP LOADER HARD CASE BLACK","1437 TOP LOADER HARD CASE BLACK OFFICE DIVEDERS AND LID ORGANIZER","19428057619","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","CASE","","US01@@8.9@@EA","","","","","","Y","1","10/10/2017 19:03","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@KV8203","US01@@KV8203","9500","10","KV8203","","","","","","","","N","","","1065-003-110","Q498@@1065-003-110@@","Q498","PELICAN PRODUCTS- CASES","","1.48","EA","37.25","0","99","9995","US01","","","","C","","","1065CC HARDBACK CASE BLK LINER","1065CC HARDBACK CASE BLK LINER FIT IPAD AND OTHER 10IN TABLETS","19428105181","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","CASE","","US01@@1.48@@EA","","","","","","Y","1","6/12/2017 11:49","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@V32620","US01@@V32620","9500","10","V32620","","","","","","","","N","","","1010-045-184","Q498@@1010-045-184@@","Q498","PELICAN PRODUCTS- CASES","","0.51","EA","25","0","99","9995","US01","","","","S","","","I1010 IPOD MICRO CASE SILVER","I1010 IPOD MICRO CASE SILVER WATER RESISTANT, FITS ALL IPODS","19428079796","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","CASE","","US01@@.51@@EA","","","","","","Y","1","6/12/2017 11:48","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@4T7768","US01@@4T7768","9500","10","4T7768","","","","","","","","N","","","016000-0050-110","Q498@@016000-0050-110@@I","Q498","PELICAN PRODUCTS- CASES","I","16.25","EA","270","353.27","99","9945","US01","","","","S","","","1600TP CASE WITH TREK PAK","1600TP CASE WITH TREK PAK DIVIDER SYSTEM  M","19428137465","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","S","","","","","I","","","","","","99999","","","CASE","","US01@@16.25@@EA","","","","","A","Y","1","1/3/2018 19:01","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@4T7582","US01@@4T7582","9500","10","4T7582","","","","","","","","N","","","CLASSIC-V-9U-SAE","Q498@@CLASSIC-V-9U-SAE@@","Q498","PELICAN PRODUCTS- CASES","","92","EA","1514","0","99","9945","US01","","","","S","","","HARDIGG CLASSIC V SERIES RACK","HARDIGG CLASSIC V SERIES RACK MOUNT 9U CASE BLACK      P","8.25E+11","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","CASE","","US01@@92@@EA","","","","","","Y","1","11/28/2017 19:01","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@4T8254","US01@@4T8254","9500","10","4T8254","","","","","","","","N","","","IM3100-00000","Q498@@IM3100-00000@@","Q498","PELICAN PRODUCTS- CASES","","0","EA","191","0","99","9945","US01","","","","S","","","IM3100 STORM HARD BLACK CASE","IM3100 STORM HARD BLACK CASE WITHOUT FOAM 39.8 X 16.5 X 6.7IN","8.25E+11","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","CASE","","US01@@0@@EA","","","","","","Y","1","6/12/2017 12:00","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@1Y7844","US01@@1Y7844","9500","10","1Y7844","","","","","","","","N","","","1450-004-110","Q498@@1450-004-110@@","Q498","PELICAN PRODUCTS- CASES","","7.85","EA","142.5","0","99","9945","US01","","","","C","","","1450 CASE W/DIVIDERS","1450 CASE W/DIVIDERS 1454 WL/WD BLACK","19428020798","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","CASE","","US01@@7.85@@EA","","","","","","Y","1","10/16/2017 14:53","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@1Y0349","US01@@1Y0349","9500","10","1Y0349","","","","","","","","N","","","0370-000-190","Q498@@0370-000-190@@","Q498","PELICAN PRODUCTS- CASES","","46.78","EA","394.5","0","99","9945","US01","","","","S","","","0370 24IN CUBE CASE DESERT TAN","0370 24IN CUBE CASE DESERT TAN W/FOAM 24X24X24 PICK N PLUCK FOAM","19428063818","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","CASE","","US01@@46.78@@EA","","","","","","Y","1","6/12/2017 11:46","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@1Y8804","US01@@1Y8804","9500","10","1Y8804","","","","","","","","N","","","1300-000-190","Q498@@1300-000-190@@","Q498","PELICAN PRODUCTS- CASES","","3.8","EA","56.75","0","99","9945","US01","","","","C","","","1300 CASE DESERT TAN W/ FOAM","1300 CASE DESERT TAN W/ FOAM INTERIOR 9.17X7X6.12 LXWXD","19428055974","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","CASE","","US01@@3.8@@EA","","","","","","Y","1","8/7/2017 14:16","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@KV5871","US01@@KV5871","9500","10","KV5871","","","","","","","","N","","","IM2875-UTILITYORG","Q498@@IM2875-UTILITYORG@@","Q498","PELICAN PRODUCTS- CASES","","2.15","EA","37.75","0","99","9960","US01","","","","S","","","UTILITY ORGANIZER FOR IM2875","UTILITY ORGANIZER FOR IM2875 STORM CASE","8.25E+11","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","CASE","","US01@@2.15@@EA","","","","","","Y","1","6/12/2017 11:59","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@DQ3633","US01@@DQ3633","9500","10","DQ3633","","","","","","","","N","","","IM2050-00001","Q498@@IM2050-00001@@","Q498","PELICAN PRODUCTS- CASES","","3.35","EA","47.25","0","99","9960","US01","","","","C","","","IM2050 STORM HARD CASE BLACK","IM2050 STORM HARD CASE BLACK W/FOAM 9.5X7.5X4.25","8.25E+11","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","CASE","","US01@@3.35@@EA","","","","","","Y","1","12/31/2017 9:27","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@NZ2351","US01@@NZ2351","9500","10","NZ2351","","","","","","","","N","","","1650-510-000","Q498@@1650-510-000@@","Q498","PELICAN PRODUCTS- CASES","","1.3","EA","38","0","99","9960","US01","","","","C","","","1659 PHOTO/LID ORGANIZER","1659 PHOTO/LID ORGANIZER FOR 1650 CASE","19428002565","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","CASE","","US01@@1.3@@EA","","","","","","Y","1","11/13/2017 5:43","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@KV4261","US01@@KV4261","9500","10","KV4261","","","","","","","","N","","","1640-000-190","Q498@@1640-000-190@@","Q498","PELICAN PRODUCTS- CASES","","40","EA","293","0","99","9960","US01","","","","S","","","1640 TRANSPORT CASE DESERT TAN","1640 TRANSPORT CASE DESERT TAN WITH FOAM 23.70X24X13.90","19428064983","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","CASE","","US01@@40@@EA","","","","","","Y","1","10/25/2017 19:01","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@DQ2966","US01@@DQ2966","9500","10","DQ2966","","","","","","","","N","","","1640-000-110","Q498@@1640-000-110@@","Q498","PELICAN PRODUCTS- CASES","","39.8","EA","293","0","99","9960","US01","","","","B","","","1640 TRANSPORT CASE BLK W/FOAM","1640 TRANSPORT CASE BLK W/FOAM W/WHEELS 23.7X24X13.9 PICK N PLUCK","19428058234","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","CASE","","US01@@39.8@@EA","","","","","","Y","1","9/7/2017 19:01","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@CL5952","US01@@CL5952","9500","10","CL5952","","","","","","","","N","","","1630-000-110","Q498@@1630-000-110@@","Q498","PELICAN PRODUCTS- CASES","","42","EA","356.5","0","99","9960","US01","","","","B","","","1630 TRANSPORT CASE BLK W/FOAM","1630 TRANSPORT CASE BLK W/FOAM W/WHEELS 27.7X20.98X15.5","19428059286","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","CASE","","US01@@42@@EA","","","","","","Y","1","9/28/2017 17:58","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@CB5193","US01@@CB5193","9500","10","CB5193","","","","","","","","N","","","1610-020-110","Q498@@1610-020-110@@","Q498","PELICAN PRODUCTS- CASES","","25.16","EA","239","0","99","9960","US01","","","","B","","","1610 HARD CASE BLACK W/FOAM","1610 HARD CASE BLACK W/FOAM WITH WHEELS 21.78X16.69X10.62","19428086817","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","CASE","","US01@@25.16@@EA","","","","","","Y","1","9/28/2017 17:57","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@NZ3840","US01@@NZ3840","9500","10","NZ3840","","","","","","","","N","","","1510-510-000","Q498@@1510-510-000@@","Q498","PELICAN PRODUCTS- CASES","","0.75","EA","24","0","99","9995","US01","","","","C","","","1519 LID ORGANIZER FOR 1510","1519 LID ORGANIZER FOR 1510 CASE WTRPRF 20IN L X 11IN H","19428040574","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","CASE","","US01@@.75@@EA","","","","","","Y","1","9/15/2017 11:27","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@V32648","US01@@V32648","9500","10","V32648","","","","","","","","N","","","1490-003-110","Q498@@1490-003-110@@","Q498","PELICAN PRODUCTS- CASES","","9.5","EA","208.5","0","99","9920","US01","","","","C","","","1490CC1 NOTEBOOK HARD CASE BLK","1490CC1 NOTEBOOK HARD CASE BLK FITTED TRAY FITS UP TO 14X10.8X2.5","19428020347","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","CASE","","US01@@9.5@@EA","","","","","","Y","1","9/10/2017 11:29","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@GE4609","US01@@GE4609","9500","10","GE4609","","","","","","","","N","","","1200-000-240","Q498@@1200-000-240@@","Q498","PELICAN PRODUCTS- CASES","","3.2","EA","47.25","0","99","9960","US01","","","","C","","","1200 HARD CASE YELLOW WITH FOAM","1200 HARD CASE YELLOW WITH FOAM 9.25X7.12X4.12 PICK N PLUCK","19428013158","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","CASE","","US01@@3.2@@EA","","","","","","Y","1","9/28/2017 17:59","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@CL4285","US01@@CL4285","9500","10","CL4285","","","","","","","","N","","","1170-000-110","Q498@@1170-000-110@@","Q498","PELICAN PRODUCTS- CASES","","2.6","EA","43.75","0","99","9960","US01","","","","B","","","1170 HARD CASE BLACK WITH FOAM","1170 HARD CASE BLACK WITH FOAM 10.54X6.04X3.16 PICK N PLUCK FOAM","19428093204","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","CASE","","US01@@2.6@@EA","","","","","","Y","1","10/1/2017 17:21","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@ZH8322","US01@@ZH8322","9500","10","ZH8322","","","","","","","","N","","","0350-004-110","Q498@@0350-004-110@@","Q498","PELICAN PRODUCTS- CASES","","0","EA","472","0","99","9945","US01","","","","S","","","0354 20IN CUBE CASE BLACK WITH","0354 20IN CUBE CASE BLACK WITH PADDED DIVIDERS","19428036942","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","ACCS","","US01@@0@@EA","","","","","","Y","1","6/12/2017 11:46","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@CL4291","US01@@CL4291","9500","10","CL4291","","","","","","","","N","","","0340-000-110","Q498@@0340-000-110@@","Q498","PELICAN PRODUCTS- CASES","","32","EA","294","0","99","9960","US01","","","","S","","","0340 18IN CUBE CASE BLK W/FOAM","0340 18IN CUBE CASE BLK W/FOAM 18X18X18 PICK N PLUCK FOAM","19428043230","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","CASE","","US01@@32@@EA","","","","","","Y","1","10/2/2017 13:59","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@V32632","US01@@V32632","9500","10","V32632","","","","","","","","N","","","1050-025-100","Q498@@1050-025-100@@","Q498","PELICAN PRODUCTS- CASES","","0.8","EA","18","0","99","9995","US01","","","","C","","","1050 MICRO CASE BLK W/CLEAR LID","1050 MICRO CASE BLK W/CLEAR LID LINER 6.31X3.68X2.75","19428082659","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","CASE","","US01@@.8@@EA","","","","","","Y","1","11/26/2017 9:12","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@V32623","US01@@V32623","9500","10","V32623","","","","","","","","N","","","1020-025-100","Q498@@1020-025-100@@","Q498","PELICAN PRODUCTS- CASES","","0.55","EA","15.25","0","99","9995","US01","","","","C","","","1020 MICRO CASE BLK W/CLEAR LID","1020 MICRO CASE BLK W/CLEAR LID LINER 5.31X3.56X1.68","19428081409","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","CASE","","US01@@.55@@EA","","","","","","Y","1","9/28/2017 17:59","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@4T7214","US01@@4T7214","9500","10","4T7214","","","","","","","","N","","","SUPER-V-5U-SAE","Q498@@SUPER-V-5U-SAE@@","Q498","PELICAN PRODUCTS- CASES","","80","EA","1258","0","99","9945","US01","","","","S","","","HARDIGG SUPER V SERIES RACK","HARDIGG SUPER V SERIES RACK MOUNT 5U CASE BLACK","8.25E+11","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","CASE","","US01@@80@@EA","","","","","","Y","1","11/28/2017 19:01","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@4T7213","US01@@4T7213","9500","10","4T7213","","","","","","","","N","","","SUPER-V-4U-SAE","Q498@@SUPER-V-4U-SAE@@","Q498","PELICAN PRODUCTS- CASES","","0","EA","1601","0","99","9945","US01","","","","S","","","HARDIGG SUPER V SERIES RACK","HARDIGG SUPER V SERIES RACK MOUNT 4U CASE BLACK","8.25E+11","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","CASE","","US01@@0@@EA","","","","","","Y","1","6/12/2017 12:00","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@4T7212","US01@@4T7212","9500","10","4T7212","","","","","","","","N","","","SUPER-V-3U-SAE","Q498@@SUPER-V-3U-SAE@@","Q498","PELICAN PRODUCTS- CASES","","0","EA","1553","0","99","9945","US01","","","","S","","","HARDIGG SUPER V SERIES RACK","HARDIGG SUPER V SERIES RACK MOUNT 3U CASE BLACK","8.25E+11","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","CASE","","US01@@0@@EA","","","","","","Y","1","6/12/2017 12:00","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@9X1193","US01@@9X1193","9500","10","9X1193","","","","","","","","N","","","1490-001-110","Q498@@1490-001-110@@","Q498","PELICAN PRODUCTS- CASES","","6","EA","133.5","215.31","99","9920","US01","","","","C","","","1490 COMPUTER CASE BLK/NO FOAM","1490 COMPUTER CASE BLK/NO FOAM","19428003319","Q496","PELICAN PRODUCTS","","0","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","CASE","","US01@@6@@EA","","","","","","Y","1","7/17/2017 18:22","1/18/2018 17:39","0","1","","","","","","0","N",""
