"X_REC_SPEC","PlantMaterialKey","SalesOrganization","DistributionChannel","Material","LanguageCode","LanguageCodeDesc","SkuType","DistributionChainMaterialStatus","ItemCategoryGroup","ValidDays","NewProductFlag","EndUserRequired","ReturnDirectToVendor","ReturnLimitations","ManufacturerPartNumber","MfrMaterialKey","Manufacturer","ManufacturerDesc","MaterialType","Weight","WeightUnit","DealerPrice","RetailPrice","Cat1Desc","Subcategory","Plant","Height","Width","Length","AbcIndicator","NoReturnsFlag","OversizeFlag","MediumDesc","LongDesc1","UpcEan","MasterVendor","MasterVendorName","PromoFlag","PromoExpireDate","PromoFreePartNumber","PromoMinimumQuantity","PromoFreeQuantity","PromoPrice","PromoEffectiveDate","PromoType","EcomFreePartNumber","EcomFreeQuantity","EcomMinimumQuantity","EcomSpecPrice","EcomEffDate","EcomExpireDate","EcomPromoType","WebVisibleFlag","ClassCode","CpuCd","CurrencyCode","HeavyWeightFlag","ShipCartonFlag","PartType","DealerFlag","BackOrderSwitch","NoReturnFlag","IsESDProduct","RefurbishedFlag","PalletQuantity","DirectShipOrderable","VendorInfoRequired","RestrictedFlag","WarrantyProduct","WeightDetails","SubMaterial","SubRule","QuantityBreakFlag","StatusCD","InvisibleFlag","Webswitch","DeleteFlag","RecordDate","UpdatedDate","HasModified","WebVisibleFlagMode","DeleteFlagMode","FiscalClass","EndlessAisleFlag","OriginalMaterial","VEN_END_USER_FLAG","DiscountIndicator","ResellerFlag","VMF_AUTH_REQ"
"US01@@9500@@10@@8Y0055","US01@@8Y0055","9500","10","8Y0055","","","","","","","","N","","","MQDT2LL/A","U756@@MQDT2LL/A@@","U756","APPLE IPADS","","1.9","EA","668","0","00","0011","US01","","","","A","","","IPAD PRO 10.5IN WIFI 64GB SPACE","IPAD PRO 10.5IN WIFI 64GB SPACE GRAY","1.90E+11","1424","APPLE COMPUTER","","0","","","","","","","","","","","","","","1","A","","","","","","","","","","","99999","","","SYST","","US01@@1.9@@EA","","","","","","Y","1","1/16/2018 1:46","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@2MZ842","US01@@2MZ842","9500","10","2MZ842","","","","","","","","N","","","MQ2Y2LL/A","7640@@MQ2Y2LL/A@@","7640","APPLE - SYSTEMS","","41.35","EA","5138","0","00","0001","US01","","","","C","","","IMAC PRO 27IN 3.2G 8C XEON WITH","IMAC PRO 27IN 3.2G 8C XEON WITH RETINA 5K DISPLAY","1.90E+11","1424","APPLE COMPUTER","","0","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","SYST","","US01@@41.35@@EA","","","","","","Y","1","1/15/2018 12:11","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@2KQ023","US01@@2KQ023","9500","10","2KQ023","","","","","","","","N","","","MQFX2LL/A","064Y@@MQFX2LL/A@@","064Y","BEATS BY DRE - APPLE","","0.6","EA","77","0","99","9930","US01","","","","B","","","URBEATS3 EARPHONES W/3.5MM PLUG","URBEATS3 EARPHONES W/3.5MM PLUG GRAY","1.90E+11","1424","APPLE COMPUTER","","0","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","ACCS","","US01@@.6@@EA","","","","","","Y","1","12/31/2017 15:10","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@2KQ022","US01@@2KQ022","9500","10","2KQ022","","","","","","","","N","","","MQFW2LL/A","064Y@@MQFW2LL/A@@","064Y","BEATS BY DRE - APPLE","","0.55","EA","77","0","99","9930","US01","","","","B","","","URBEATS3 EARPHONES W/3.5MM PLUG","URBEATS3 EARPHONES W/3.5MM PLUG BLUE","","1424","APPLE COMPUTER","","0","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","ACCS","","US01@@.55@@EA","","","","","","Y","1","12/31/2017 15:10","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@2FA878","US01@@2FA878","9500","10","2FA878","","","","","","","","N","","","MQVA2AM/A","U589@@MQVA2AM/A@@","U589","APPLE WIRELESS ACCESSORIES","","0.15","EA","45.75","0","99","9930","US01","","","","S","","","38MM WHITE CHECK WOVEN NYLON","38MM WHITE CHECK WOVEN NYLON ORDER CASE PK4","1.90E+11","1424","APPLE COMPUTER","","0","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","STRP","","US01@@.15@@EA","","","","","","Y","1","11/28/2017 15:15","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@8W8474","US01@@8W8474","9500","10","8W8474","","","","","","","","N","","","3C905AM/A","U589@@3C905AM/A@@","U589","APPLE WIRELESS ACCESSORIES","","0.16","EA","44.5","0","99","9930","US01","","","","S","","","DEMO WATCH BAND 38MM ANTHRACITE","DEMO WATCH BAND 38MM ANTHRACITE BLACK NIKE SPORTBAND *NO RETURNS","1.90E+11","1424","APPLE COMPUTER","","0","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","CABL","","US01@@.16@@EA","","","","","","Y","1","11/28/2017 15:18","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@2FA898","US01@@2FA898","9500","10","2FA898","","","","","","","","N","","","MQW12AM/A","U589@@MQW12AM/A@@","U589","APPLE WIRELESS ACCESSORIES","","0.05","EA","45.75","0","99","9930","US01","","","","S","","","38MM SPICY ORANGE SPORT LOOP","38MM SPICY ORANGE SPORT LOOP ORDER CASE PK4","1.90E+11","1424","APPLE COMPUTER","","0","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","STRP","","US01@@.05@@EA","","","","","","Y","1","1/18/2018 4:44","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@2FA937","US01@@2FA937","9500","10","2FA937","","","","","","","","N","","","MQT22ZM/A","U589@@MQT22ZM/A@@","U589","APPLE WIRELESS ACCESSORIES","","0.14","EA","36.5","0","99","9930","US01","","","","S","","","IPHONE X SILICONE CASE WHITE","IPHONE X SILICONE CASE WHITE ORDER CASE PACK 10 NO RETURNS","","1424","APPLE COMPUTER","","0","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","CASE","","US01@@.14@@EA","","","","","","Y","1","1/10/2018 1:41","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@2FA843","US01@@2FA843","9500","10","2FA843","","","","","","","","N","","","MQK32LL/A","065Y@@MQK32LL/A@@","065Y","APPLE WATCH","","1.3","EA","455.5","0","99","9930","US01","","","","A","","","WATCH S3 CELL 42MM GOLD ALUM","WATCH S3 CELL 42MM GOLD ALUM PINK SAND SPORT BAND","1.90E+11","1424","APPLE COMPUTER","","0","","","","","","","","","","","","","","1","A","","","","","","","","","","","99999","","","ACCS","","US01@@1.3@@EA","","","","","","Y","1","1/5/2018 1:19","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@8Y0098","US01@@8Y0098","9500","10","8Y0098","","","L","","","","","N","","","S6190LL/A","715U@@S6190LL/A@@","715U","APPLECARE WARRANTY","","0","EA","82.75","0","12","1221","US01","","","","S","","","APPLECARE+ FOR MAC MINI","APPLECARE+ FOR MAC MINI AUTOENROLL","1.90E+11","1424","APPLE COMPUTER","","0","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","SVCS","","US01@@0@@EA","","","","","","Y","1","12/31/2017 15:14","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@9C3808","US01@@9C3808","9500","10","9C3808","","","","","","","","N","","","Z0P8","9275@@Z0P8@@","9275","APPLE CTO SYSTEMS","","0","EA","5831","0","00","0001","US01","","","","X","","","CTO MAC PRO 3.0GHZ 8CORE","CTO MAC PRO 3.0GHZ 8CORE 64GB 1TB FLASH STORAGE D700","","1424","APPLE COMPUTER","","0","","","","","","","","","","","","","","1","X","","","","","","","","","","","99999","","","SYST","","US01@@0@@EA","","","","","","Y","1","12/31/2017 7:59","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@9C3802","US01@@9C3802","9500","10","9C3802","","","","","","","","N","","","Z0P8","9275@@Z0P8@@","9275","APPLE CTO SYSTEMS","","0","EA","5228","0","00","0001","US01","","","","X","","","CTO MAC PRO 3.0GHZ 8CORE","CTO MAC PRO 3.0GHZ 8CORE 64GB 256GB FLASH STORAGE D700","","1424","APPLE COMPUTER","","0","","","","","","","","","","","","","","1","X","","","","","","","","","","","99999","","","SYST","","US01@@0@@EA","","","","","","Y","1","11/7/2017 18:38","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@9C3782","US01@@9C3782","9500","10","9C3782","","","","","","","","N","","","Z0P8","9275@@Z0P8@@","9275","APPLE CTO SYSTEMS","","0","EA","3217","0","00","0001","US01","","","","X","","","CTO MAC PRO 3.5GHZ 6CORE","CTO MAC PRO 3.5GHZ 6CORE 16GB 256GB FLASH STORAGE D700","","1424","APPLE COMPUTER","","0","","","","","","","","","","","","","","1","X","","","","","","","","","","","99999","","","SYST","","US01@@0@@EA","","","","","","Y","1","11/7/2017 18:39","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@9C3779","US01@@9C3779","9500","10","9C3779","","","","","","","","N","","","Z0P8","9275@@Z0P8@@","9275","APPLE CTO SYSTEMS","","0","EA","3619","0","00","0001","US01","","","","X","","","CTO MAC PRO 3.5GHZ 6CORE","CTO MAC PRO 3.5GHZ 6CORE 16B 1TB FLASH STORAGE D500","","1424","APPLE COMPUTER","","0","","","","","","","","","","","","","","1","X","","","","","","","","","","","99999","","","SYST","","US01@@0@@EA","","","","","","Y","1","11/7/2017 18:38","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@1DZ978","US01@@1DZ978","9500","10","1DZ978","","","","","","","","N","","","MQFQ2LL/A","064Y@@MQFQ2LL/A@@","064Y","BEATS BY DRE - APPLE","","0.75","EA","149","0","99","9930","US01","","","","V","","","POWERBEATS3 WL EARPHONES","POWERBEATS3 WL EARPHONES TROPHY GOLD *EOL 12/2017","1.90E+11","1424","APPLE COMPUTER","","0","","","","","","","","","","","","","","1","V","","","","","","","","","","","99999","","","ACCS","","US01@@.75@@EA","","","","","","Y","1","1/4/2018 10:48","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@8Y2092","US01@@8Y2092","9500","10","8Y2092","","","","","","","","N","","","Z0UC0002Z","9272@@Z0UC0002Z@@","9272","APPLE CTO SYSTEMS - STOCK","","7.2","EA","4223","0","00","0011","US01","","","","A","","","CTO MACBOOK PRO 15IN 3.1G I7","CTO MACBOOK PRO 15IN 3.1G I7 16GB RAM 2TB 4GB 560 SPACE GRAY","1.00E+13","1424","APPLE COMPUTER","","0","","","","","","","","","","","","","","1","A","","","","","","","","","","","99999","","","SYST","","US01@@7.2@@EA","","","","","","Y","1","12/31/2017 7:59","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@9V7520","US01@@9V7520","9500","10","9V7520","","","","","","","","N","","","Z0TR","9275@@Z0TR@@","9275","APPLE CTO SYSTEMS","","0","EA","2671","0","00","0001","US01","","","","X","","","CTO IMAC 27IN  W/RETINA 5K","CTO IMAC 27IN  W/RETINA 5K ***APPLE WEBPROPOSAL REQUIRED ***","","1424","APPLE COMPUTER","","0","","","","","","","","","","","","","","1","X","","","","","","","","","","","99999","","","SYST","","US01@@0@@EA","","","","","","Y","1","6/9/2017 12:32","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@9V7517","US01@@9V7517","9500","10","9V7517","","","","","","","","N","","","Z0TR","9275@@Z0TR@@","9275","APPLE CTO SYSTEMS","","0","EA","2568","0","00","0001","US01","","","","X","","","CTO IMAC 27IN  W/RETINA 5K","CTO IMAC 27IN  W/RETINA 5K ***APPLE WEBPROPOSAL REQUIRED ***","","1424","APPLE COMPUTER","","0","","","","","","","","","","","","","","1","X","","","","","","","","","","","99999","","","SYST","","US01@@0@@EA","","","","","","Y","1","6/9/2017 12:32","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@9V7484","US01@@9V7484","9500","10","9V7484","","","","","","","","N","","","Z0TP","9275@@Z0TP@@","9275","APPLE CTO SYSTEMS","","0","EA","2260","0","00","0001","US01","","","","X","","","CTO IMAC 27IN  W/RETINA 5K","CTO IMAC 27IN  W/RETINA 5K ***APPLE WEBPROPOSAL REQUIRED ***","","1424","APPLE COMPUTER","","0","","","","","","","","","","","","","","1","X","","","","","","","","","","","99999","","","SYST","","US01@@0@@EA","","","","","","Y","1","6/9/2017 12:32","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@9V7479","US01@@9V7479","9500","10","9V7479","","","","","","","","N","","","Z0TP","9275@@Z0TP@@","9275","APPLE CTO SYSTEMS","","0","EA","2055","0","00","0001","US01","","","","X","","","CTO IMAC 27IN  W/RETINA 5K","CTO IMAC 27IN  W/RETINA 5K ***APPLE WEBPROPOSAL REQUIRED ***","","1424","APPLE COMPUTER","","0","","","","","","","","","","","","","","1","X","","","","","","","","","","","99999","","","SYST","","US01@@0@@EA","","","","","","Y","1","6/9/2017 12:32","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@9V7461","US01@@9V7461","9500","10","9V7461","","","","","","","","N","","","Z0TK","9275@@Z0TK@@","9275","APPLE CTO SYSTEMS","","0","EA","2260","0","00","0001","US01","","","","X","","","CTO IMAC 21IN  W/RETINA 4K","CTO IMAC 21IN  W/RETINA 4K ***APPLE WEBPROPOSAL REQUIRED ***","","1424","APPLE COMPUTER","","0","","","","","","","","","","","","","","1","X","","","","","","","","","","","99999","","","SYST","","US01@@0@@EA","","","","","","Y","1","6/9/2017 12:32","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@8Y0004","US01@@8Y0004","9500","10","8Y0004","","","","","","","","N","","","MNE02LL/A","7640@@MNE02LL/A@@","7640","APPLE - SYSTEMS","","21.05","EA","1541","0","00","0001","US01","","","","A","","","IMAC 21.5IN 3.4G I5 RETINA 4K","IMAC 21.5IN 3.4G I5 RETINA 4K DISPLAY","1.90E+11","1424","APPLE COMPUTER","","0","","","","","","","","","","","","","","1","A","","","","","","","","","","","99999","","","SYST","","US01@@21.05@@EA","","","","","","Y","1","1/11/2018 21:13","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@8X9997","US01@@8X9997","9500","10","8X9997","","","","","","","","N","","","MPXU2LL/A","7640@@MPXU2LL/A@@","7640","APPLE - SYSTEMS","","5.85","EA","1541","0","00","0011","US01","","","","A","","","MACBOOK PRO 13IN 2.3G NON TOUCH","MACBOOK PRO 13IN 2.3G NON TOUCH BAR I5 256GB SILVER","1.90E+11","1424","APPLE COMPUTER","","0","","","","","","","","","","","","","","1","A","","","","","","","","","","","99999","","","SYST","","US01@@5.85@@EA","","","","","","Y","1","1/16/2018 1:48","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@8X9988","US01@@8X9988","9500","10","8X9988","","","","","","","","N","","","MQD32LL/A","7640@@MQD32LL/A@@","7640","APPLE - SYSTEMS","","6.3","EA","1038","0","00","0011","US01","","","","A","","","MACBOOK AIR 13IN 1.8G  INTEL I5","MACBOOK AIR 13IN 1.8G  INTEL I5 128GB","1.90E+11","1424","APPLE COMPUTER","","0","","","","","","","","","","","","","","1","A","","","","","","","","","","","99999","","","SYST","","US01@@6.3@@EA","","","","","","Y","1","1/18/2018 13:22","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@8Y1499","US01@@8Y1499","9500","10","8Y1499","","","","","","","","N","","","Z0UP","9275@@Z0UP@@","9275","APPLE CTO SYSTEMS","","0","EA","1952","0","00","0011","US01","","","","X","","","CTO MACBOOK PRO 13IN 3.3G I5","CTO MACBOOK PRO 13IN 3.3G I5 8GB RAM 256GB SSD SILVER","","1424","APPLE COMPUTER","","0","","","","","","","","","","","","","","1","X","","","","","","","","","","","99999","","","SYST","","US01@@0@@EA","","","","","","Y","1","11/7/2017 18:36","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@8Y1477","US01@@8Y1477","9500","10","8Y1477","","","","","","","","N","","","Z0UL","9275@@Z0UL@@","9275","APPLE CTO SYSTEMS","","0","EA","2055","0","00","0011","US01","","","","X","","","CTO MACBOOK PRO 13IN 2.5G I7","CTO MACBOOK PRO 13IN 2.5G I7 16GB RAM 256GB SSD SILVER","","1424","APPLE COMPUTER","","0","","","","","","","","","","","","","","1","X","","","","","","","","","","","99999","","","SYST","","US01@@0@@EA","","","","","","Y","1","11/7/2017 18:34","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@8Y1441","US01@@8Y1441","9500","10","8Y1441","","","","","","","","N","","","Z0UH","9275@@Z0UH@@","9275","APPLE CTO SYSTEMS","","0","EA","2260","0","00","0011","US01","","","","X","","","CTO MACBOOK PRO 13IN 2.5G I7","CTO MACBOOK PRO 13IN 2.5G I7 16GB RAM 512GB SSD SPACE GRAY","","1424","APPLE COMPUTER","","0","","","","","","","","","","","","","","1","X","","","","","","","","","","","99999","","","SYST","","US01@@0@@EA","","","","","","Y","1","11/7/2017 18:37","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@2CP928","US01@@2CP928","9500","10","2CP928","","","","","","","","N","","","Z0TP0005T","9272@@Z0TP0005T@@I","9272","APPLE CTO SYSTEMS - STOCK","I","31.88","EA","2130","0","00","0001","US01","","","","G","","","CTO 27IN IMAC ZONES ONLY","CTO 27IN IMAC ZONES ONLY DISNEY STUDIOS CREATIVE DESKTOP","1.00E+13","1424","APPLE COMPUTER","","0","","","","","","","","","","","","","","1","G","","","","","I","","","","","","99999","","","SYST","","US01@@31.88@@EA","","","","","A","Y","1","11/28/2017 15:57","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@1J8831","US01@@1J8831","9500","10","1J8831","","","","","","","","N","","","MK482LL/A","1976@@MK482LL/A@@","1976","APPLE - EOL SYSTEMS","","31.25","EA","2206","0","00","0001","US01","","","","E","","","IMAC 27IN 3.3QC 8GB 2TB FD M395","IMAC 27IN 3.3QC 8GB 2TB FD M395 WITH 5K DISPLAY *EOL 6/5/17 NO RETU","8.88E+11","1424","APPLE COMPUTER","","0","","","","","","","","","","","","","","1","E","","","","","","","","","","","99999","","","SYST","","US01@@31.25@@EA","","","","","","Y","1","12/31/2017 15:11","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@9V7470","US01@@9V7470","9500","10","9V7470","","","","","","","","N","","","Z0TL","9275@@Z0TL@@","9275","APPLE CTO SYSTEMS","","0","EA","2157","0","00","0001","US01","","","","X","","","CTO IMAC 21IN  W/RETINA 4K","CTO IMAC 21IN  W/RETINA 4K ***APPLE WEBPROPOSAL REQUIRED ***","","1424","APPLE COMPUTER","","0","","","","","","","","","","","","","","1","X","","","","","","","","","","","99999","","","SYST","","US01@@0@@EA","","","","","","Y","1","6/9/2017 12:32","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@9V7445","US01@@9V7445","9500","10","9V7445","","","","","","","","N","","","Z0TH","9275@@Z0TH@@","9275","APPLE CTO SYSTEMS","","0","EA","1384","0","00","0001","US01","","","","X","","","CTO IMAC 21IN","CTO IMAC 21IN ***APPLE WEBPROPOSAL REQUIRED ***","","1424","APPLE COMPUTER","","0","","","","","","","","","","","","","","1","X","","","","","","","","","","","99999","","","SYST","","US01@@0@@EA","","","","","","Y","1","6/9/2017 12:32","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@8Y1532","US01@@8Y1532","9500","10","8Y1532","","","","","","","","N","","","Z0UQ","9275@@Z0UQ@@","9275","APPLE CTO SYSTEMS","","0","EA","2363","0","00","0011","US01","","","","X","","","CTO MACBOOK PRO 13IN 3.3G I5","CTO MACBOOK PRO 13IN 3.3G I5 16GB RAM 512GB SSD SILVER","","1424","APPLE COMPUTER","","0","","","","","","","","","","","","","","1","X","","","","","","","","","","","99999","","","SYST","","US01@@0@@EA","","","","","","Y","1","11/7/2017 18:42","1/18/2018 17:39","0","1","","","","","","0","N",""
"US01@@9500@@10@@8Y1443","US01@@8Y1443","9500","10","8Y1443","","","","","","","","N","","","Z0UJ","9275@@Z0UJ@@","9275","APPLE CTO SYSTEMS","","0","EA","1541","0","00","0011","US01","","","","X","","","CTO MACBOOK PRO 13IN 2.3G I5","CTO MACBOOK PRO 13IN 2.3G I5 8GB RAM 256GB SSD SILVER","","1424","APPLE COMPUTER","","0","","","","","","","","","","","","","","1","X","","","","","","","","","","","99999","","","SYST","","US01@@0@@EA","","","","","","Y","1","11/7/2017 18:37","1/18/2018 17:39","0","1","","","","","","0","N",""
